"","ID","Reason.for.absence","Month.of.absence","Year","Day.of.the.week","Seasons","Transportation.expense","Distance.from.Residence.to.Work","Service.time","Age","Work.load.Average.day.","Hit.target","Disciplinary.failure","Education","Son","Social.drinker","Social.smoker","Pet","Weight","Height","Body.mass.index","Absenteeism.time.in.hours"
"259","20","28","8",2008,"6","1",260,50,11,36,265615,94,"0","1","4","1","0","0",65,168,23,4
"260","11","23","8",2008,"3","1",289,36,13,33,265615,94,"0","1","2","1","0","1",90,172,30,4
"261","33","23","8",2008,"4","1",248,25,14,47,265615,94,"0","1","2","0","0","1",86,165,32,1
"262","21","11","8",2008,"5","1",268,11,8,33,265615,94,"0","2","0","0","0","0",79,169,25,8
"263","22","23","8",2008,"5","1",179,26,9,30,265615,94,"0","3","0","0","0","0",56,171,19,1
"264","36","13","8",2008,"5","1",118,13,18,50,265615,94,"0","1","1","1","0","0",98,167.428288612165,31,3
"265","33","25","8",2008,"2","1",248,25,14,47,265615,94,"0","1","2","0","0","1",86,165,32,2
"266","1","23","8",2008,"3","1",235,11,14,37,265615,94,"0","3","1","0","0","1",88,172,29,1
"267","36","23","8",2008,"5","1",118,13,18,50,265615,94,"0","1","1","1","0","0",98,165,31,1
"268","1","19","8",2008,"5","1",235,11,14,37,265615,94,"0","3","1","0","0","0",88,172,29,8
"269","10","8","8",2008,"3","1",361,52,3,28,265615,94,"0","1","1","1","0","4",80,172,27,8
"270","27","6","8",2008,"4","1",184,42,7,27,265615,94,"0","1","0","0","0","0",58,167,21,2.20641447477903
"271","3","11","9",2008,"2","1",179,51,18,38,294217,92.4106814505695,"0","1","0","1","0","0",89,170,31,8
"272","3","23","9",2008,"6","1",179,51,18,38,294217,95.8215978289626,"0","1","0","1","0","0",89,170,31,3
"273","11","19","9",2008,"4","1",289,36,13,33,294217,92.198546237766,"0","1","2","1","0","1",90,171.705858695925,28.5292934796246,9.19100791721261
"274","5","0","9",2008,"5","1",235,20,13,43,294217,89.5971822001745,"1","1","1","1","0","0",106,167,38,0
"275","24","9","9",2008,"2","1",246,25,16,41,294217,95.3226198267606,"0","1","0","1","0","0",67,170,23,16
"276","15","28","9",2008,"3","1",291,31,12,40,294217,88.4469612866664,"0","1","1","1","0","1",73,171,25,3
"277","8","0","9",2008,"3","1",231,35,14,39,294217,92.9889750047878,"1","1","2","1","0","2",100,170,35,0
"278","19","0","9",2008,"3","1",291,50,12,32,294217,93.1678007339059,"1","1","0","1","0","0",65,169,23,0
"279","3","13","9",2008,"4","1",179,51,18,38,294217,93.41021723182,"0","1","0","1","0","0",89,170,31,8
"280","24","9","9",2008,"4","1",246,25,16,41,294217,90.2767556138744,"0","1","0","1","0","0",67,170,23,3.29372892971206
"281","3","23","9",2008,"5","1",179,51,18,38,294217,95.7878542862963,"0","1","0","1","0","0",89,170,31,1
"282","15","28","9",2008,"6","1",291,31,12,40,294217,90.4119050297348,"0","1","1","1","0","1",73,171,25,4
"283","20","28","9",2008,"6","1",260,50,11,36,294217,93.3561863124513,"0","1","4","1","0","0",65,168,23,4
"284","5","26","9",2008,"4","4",235,20,13,43,294217,97.395302493956,"0","1","1","1","0","0",106,167,38,8
"285","36","28","9",2008,"5","4",118,13,18,50,294217,94.5149260569975,"0","1","1","1","0","0",98,170.689429612593,31,1
"286","5","0","9",2008,"5","4",235,20,13,43,294217,89.5863399466751,"1","1","1","1","0","0",106,167,38,0
"287","15","28","9",2008,"6","4",291,31,12,40,294217,93.9410205280409,"0","1","1","1","0","1",73,171,25,3
"288","15","7","9",2008,"2","4",291,31,12,40,294217,94.6710321905783,"0","1","1","1","0","1",73,171,25,2.7163012713144
"289","3","13","9",2008,"2","4",179,51,18,38,294217,95.1459097100646,"0","1","0","1","0","0",89,170,31,8
"290","11","24","10",2008,"2","4",289,36,13,33,265017,88,"0","1","2","1","0","1",90,172,30,8
"291","1","26","10",2008,"2","4",235,11,14,37,265017,88,"0","3","1","0","0","1",88,172,29,4
"292","11","26","10",2008,"2","4",289,36,13,33,265017,88,"0","1","2","1","0","1",90,172,30,8
"293","11","22","10",2008,"6","4",289,36,13,33,265017,88,"0","1","2","1","0","1",90,172,30,8
"294","36","0","10",2008,"6","4",118,13,18,50,265017,88,"1","1","1","1","0","0",98,166.521955283365,31,0
"295","33","0","10",2008,"6","4",248,25,14,47,265017,88,"1","1","2","0","0","1",86,165,32,0
"296","22","1","10",2008,"2","4",179,26,9,30,265017,88,"0","3","0","0","0","0",56,171,19,8
"297","34","7","10",2008,"2","4",118,10,10,37,265017,88,"0","1","0","0","0","0",83,172,28,3
"298","13","22","10",2008,"2","4",369,17,12,31,265017,88,"0","1","3","1","0","0",70,169,25,8
"299","3","28","10",2008,"4","4",179,51,18,38,265017,88,"0","1","0","1","0","0",89,170,31,1
"300","22","1","10",2008,"4","4",179,26,9,30,265017,88,"0","3","0","0","0","0",56,171,19,6.66001888723973
"301","5","0","10",2008,"4","4",235,20,13,43,265017,88,"1","1","1","1","0","0",106,167,38,0
"302","11","19","10",2008,"5","4",289,36,13,33,265017,88,"0","1","2","1","0","1",90,172,30,16
"303","20","28","10",2008,"6","4",260,50,11,36,265017,88,"0","1","4","1","0","0",65,168,23,4.21940562935276
"304","5","0","10",2008,"6","4",235,20,13,43,265017,88,"1","1","1","1","0","0",106,167,38,0
"305","5","23","10",2008,"2","4",235,20,13,43,265017,88,"0","1","1","1","0","0",106,167,38,2
"306","5","23","10",2008,"2","4",235,20,13,43,265017,88,"0","1","1","1","0","0",106,167,38,2
"307","36","28","10",2008,"3","4",118,13,18,50,265017,88,"0","1","1","1","0","0",98,169.576922343576,31,1
"308","15","28","10",2008,"3","4",291,31,12,40,265017,88,"0","1","1","1","0","1",73,171,25,4
"309","22","23","10",2008,"5","4",179,26,9,30,265017,88,"0","3","0","0","0","0",56,171,19,16
"310","36","28","10",2008,"5","4",118,13,18,50,265017,88,"0","1","1","1","0","0",98,172,31,1
"311","10","10","10",2008,"2","4",361,52,3,28,265017,88,"0","1","1","1","0","4",80,172,27,8
"312","20","0","10",2008,"3","4",260,50,11,36,265017,88,"1","1","4","1","0","0",65,168,23,0
"313","15","0","10",2008,"3","4",291,31,12,40,265017,88,"1","1","1","1","0","1",73,171,25,0
"314","30","0","10",2008,"3","4",157,27,6,29,265017,88,"1","1","0","1","1","0",75,170.042404183161,22,2.22812199104526
"315","22","1","10",2008,"4","4",179,26,9,30,265017,88,"0","3","0","0","0","0",56,171,19,5
"316","22","7","10",2008,"4","4",179,26,9,30,265017,88,"0","3","0","0","0","0",56,171,19,5
"317","36","23","10",2008,"5","4",118,13,18,50,265017,88,"0","1","1","1","0","0",98,167.171308011376,31,1
"318","34","11","11",2008,"2","4",118,10,10,37,284031,97,"0","1","0","0","0","0",83,172,28,8
"319","33","23","11",2008,"2","4",248,25,14,47,284031,97,"0","1","2","0","0","1",86,165,32,2
"320","3","6","11",2008,"3","4",179,51,18,38,284031,97,"0","1","0","1","0","0",89,170,31,8
"321","20","28","11",2008,"6","4",260,50,11,36,284031,97,"0","1","4","1","0","0",65,168,23,3
"322","15","23","11",2008,"2","4",291,31,12,40,284031,97,"0","1","1","1","0","1",73,171,25,1
"323","23","1","11",2008,"2","4",378,49,11,36,284031,97,"0","1","2","0","1","4",65,174,21,8
"324","14","11","11",2008,"2","4",155,12,14,34,284031,97,"0","1","2","1","0","0",95,172,25,6.23273866324698
"325","5","26","11",2008,"2","4",235,20,13,43,284031,97,"0","1","1","1","0","0",106,167,38,8
"326","18","0","11",2008,"3","4",330,16,4,28,284031,97,"1","2","0","0","0","0",84,169,25,0
"327","1","18","11",2008,"4","4",235,11,14,37,284031,97,"0","3","1","0","0","1",88,172,29,1
"328","34","11","11",2008,"4","4",118,10,10,37,284031,97,"0","1","0","0","0","0",83,172,28,3
"329","1","25","11",2008,"5","4",235,11,14,37,284031,97,"0","3","1","0","0","1",88,172,29,2
"330","3","28","11",2008,"5","4",179,51,18,38,284031,97,"0","1","0","1","0","0",89,170,31,3
"331","24","13","11",2008,"6","4",246,25,16,41,284031,97,"0","1","0","1","0","0",67,170,23,8
"332","15","12","11",2008,"6","4",291,31,12,40,284031,97,"0","1","1","1","0","1",73,171,25,4
"333","24","13","11",2008,"2","4",246,25,16,41,284031,97,"0","1","0","1","0","0",67,170,23,8
"334","3","28","11",2008,"3","4",179,51,18,38,284031,97,"0","1","0","1","0","0",89,170,31,1
"335","20","10","11",2008,"4","4",260,50,11,36,284031,97,"0","1","4","1","0","0",65,168,23,8
"336","20","15","11",2008,"6","4",260,50,11,36,284031,97,"0","1","4","1","0","0",65,168,23,8
"337","23","0","11",2008,"6","4",378,49,11,36,284031,97,"1","1","2","0","1","4",65,174,21,0
"338","7","0","11",2008,"3","4",279,5,14,39,284031,97,"1","1","2","1","1","0",68,168,24,5.42801168379613
"339","3","23","11",2008,"5","4",179,51,18,38,284031,97,"0","1","0","1","0","0",89,170,31,1
"340","28","12","12",2008,"2","4",225,26,9,28,236629,93,"0","1","1","0","0","2",69,169,24,3
"341","3","28","12",2008,"2","4",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,2
"342","3","28","12",2008,"2","4",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,1
"343","1","23","12",2008,"2","4",235,11,14,37,236629,93,"0","3","1","0","0","1",88,172,29,3
"344","36","28","12",2008,"3","4",118,13,18,50,236629,93,"0","1","1","1","0","0",98,170.207942189955,31,1
"345","20","28","12",2008,"6","4",260,50,11,36,236629,93,"0","1","4","1","0","0",65,168,23,4
"346","24","4","12",2008,"5","4",246,25,16,41,236629,93,"0","1","0","1","0","0",67,170,23,8
"347","3","28","12",2008,"5","4",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,1
"348","3","28","12",2008,"6","4",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,1
"349","22","23","12",2008,"3","4",179,26,9,30,236629,93,"0","3","0","0","0","0",56,171,19,1
"350","34","25","12",2008,"3","4",118,10,10,37,236629,93,"0","1","0","0","0","0",83,172,28,8
"351","1","25","12",2008,"5","4",235,11,14,37,236629,93,"0","3","0","0","0","1",88,172,29,2
"352","3","28","12",2008,"6","4",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,1
"353","5","13","12",2008,"3","2",235,20,13,43,236629,93,"0","1","1","1","0","0",106,167,38,8
"354","1","14","12",2008,"3","2",235,11,14,37,236629,93,"0","3","1","0","0","1",88,172,29,4
"355","20","26","12",2008,"4","2",260,50,11,36,236629,93,"0","1","4","1","0","0",65,168,23,8
"356","30","28","12",2008,"2","2",157,27,6,29,236629,93,"0","1","0","1","1","0",75,171.016263012446,22,2
"357","3","28","12",2008,"2","2",179,51,18,38,236629,93,"0","1","0","1","0","0",89,170,31,3
"358","11","19","12",2008,"2","2",289,36,13,33,236629,93,"0","1","2","1","0","1",90,172,30,8
"359","28","23","1",2009,"4","2",225,26,9,28,330061,100,"0","1","1","0","0","2",69,169,24,5
"360","34","19","1",2009,"2","2",118,10,10,37,330061,100,"0","1","0","0","0","0",83,172,28,1.61237642265015
"361","14","23","1",2009,"2","2",155,12,14,34,330061,100,"0","1","2","1","0","0",95,172,25,2
"362","1","13","1",2009,"3","2",235,11,14,37,330061,100,"0","3","1","0","0","1",88,172,29,1
"363","14","23","1",2009,"3","2",155,12,14,34,330061,100,"0","1","2","1","0","0",95,170.94877081565,25,4
"364","11","26","1",2009,"2","2",289,36,13,33,330061,100,"0","1","2","1","0","1",90,172,30,8
"365","15","3","1",2009,"4","2",291,31,12,40,330061,100,"0","1","1","1","0","1",73,171,25,8
"366","5","26","1",2009,"2","2",235,20,13,43,330061,100,"0","1","1","1","0","0",106,167,38,8
"367","36","26","1",2009,"2","2",118,13,18,50,330061,100,"0","1","1","1","0","0",98,172,31,4
"368","3","2","1",2009,"4","2",179,51,18,38,330061,100,"0","1","0","1","0","0",89,170,31,1
"369","3","28","1",2009,"6","2",179,51,18,38,330061,100,"0","1","0","1","0","0",89,170,31,1
"370","34","28","2",2009,"3","2",118,10,10,37,251818,96,"0","1","0","0","0","0",83,172,28,2
"371","3","27","2",2009,"4","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"372","28","7","2",2009,"4","2",225,26,9,28,251818,96,"0","1","1","0","0","2",69,169,24,1
"373","11","22","2",2009,"6","2",289,36,13,33,251818,96,"0","1","2","1","0","1",90,172,30,3
"374","20","0","2",2009,"6","2",260,50,11,36,251818,96,"0","1","4","1","0","0",65,168,23,3
"375","3","23","2",2009,"6","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"376","3","27","2",2009,"2","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,2
"377","3","27","2",2009,"4","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"378","3","10","2",2009,"5","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,8
"379","24","26","2",2009,"5","2",246,25,16,41,251818,96,"0","1","0","1","0","0",67,170,23,8
"380","3","27","2",2009,"6","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"381","6","1","2",2009,"2","2",189,29,13,33,251818,96,"0","1","2","0","0","2",69,167,25,8
"382","3","27","2",2009,"2","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"383","24","23","2",2009,"3","2",246,25,16,41,251818,96,"0","1","0","1","0","0",67,170,23,2
"384","15","23","2",2009,"3","2",291,31,12,40,251818,96,"0","1","1","1","0","1",73,171,25,2
"385","30","11","2",2009,"4","2",157,27,6,29,251818,96,"0","1","0","1","1","0",75,171.107951745657,22,16
"386","3","27","2",2009,"4","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"387","3","27","2",2009,"6","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"388","24","10","2",2009,"6","2",246,25,16,41,251818,96,"0","1","0","1","0","0",67,170,23,4.34230522175221
"389","3","27","2",2009,"4","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"390","3","27","2",2009,"6","2",179,51,18,38,251818,96,"0","1","0","1","0","0",89,170,31,3
"391","34","18","3",2009,"3","2",118,10,10,37,244387,98,"0","1","0","0","0","0",83,172,28,8
"392","24","19","3",2009,"4","2",246,25,16,41,244387,98,"0","1","0","1","0","0",67,170,23,16
"393","24","28","3",2009,"6","2",246,25,16,41,244387,98,"0","1","0","1","0","0",67,170,23,2
"394","20","28","3",2009,"6","2",260,50,11,36,244387,98,"0","1","4","1","0","0",65,168,23,4
"395","3","28","3",2009,"2","2",179,51,18,38,244387,98,"0","1","0","1","0","0",89,170,31,2
"396","1","22","3",2009,"2","2",235,11,14,37,244387,98,"0","3","1","0","0","1",88,172,29,8
"397","17","22","3",2009,"3","2",179,22,17,40,244387,98,"0","2","2","0","1","0",63,170,22,8
"398","23","22","3",2009,"3","2",378,49,11,36,244387,98,"0","1","2","0","1","4",65,174,21,8
"399","3","28","3",2009,"2","2",179,51,18,38,244387,98,"0","1","0","1","0","0",89,170,31,16
"400","10","22","3",2009,"4","2",361,52,3,28,244387,98,"0","1","1","1","0","4",80,172,27,5.38864717622391
"401","13","0","3",2009,"4","2",369,17,12,31,244387,98,"1","1","3","1","0","0",70,169,25,0
"402","1","21","3",2009,"5","2",235,11,14,37,244387,98,"0","3","1","0","0","1",88,172,29,8
"403","36","23","3",2009,"6","3",118,13,18,50,244387,98,"0","1","1","1","0","0",98,166.906169314775,31,2
"404","36","14","3",2009,"3","3",118,13,18,50,244387,98,"0","1","1","1","0","0",98,172,31,3
"405","36","13","3",2009,"4","3",118,13,18,50,244387,98,"0","1","1","1","0","0",98,169.951674972297,31,8
"406","1","0","3",2009,"5","3",235,11,14,37,244387,98,"1","3","1","0","0","1",88,172,29,4.99397669840313
"407","24","0","3",2009,"5","3",246,25,16,41,244387,98,"1","1","0","1","0","0",67,170,23,0
"408","36","0","3",2009,"5","3",118,13,18,50,244387,98,"1","1","1","1","0","0",98,167.519162768237,31,0
"409","3","28","3",2009,"6","3",179,51,18,38,244387,98,"0","1","0","1","0","0",89,170,31,8
"410","11","22","3",2009,"6","3",289,36,13,33,244387,98,"0","1","2","1","0","1",90,172,30,8
"411","20","19","3",2009,"2","3",260,50,11,36,244387,98,"0","1","4","1","0","0",65,168,23,8
"412","24","28","3",2009,"3","3",246,25,16,41,244387,98,"0","1","0","1","0","0",67,170,23,2
"413","3","28","4",2009,"4","3",179,51,18,38,239409,98,"0","1","0","1","0","0",89,170,31,4
"414","20","28","4",2009,"6","3",260,50,11,36,239409,98,"0","1","4","1","0","0",65,168,23,3
"415","18","26","4",2009,"6","3",330,16,4,28,239409,98,"0","2","0","0","0","0",84,169,25,4
"416","13","22","4",2009,"2","3",369,17,12,31,239409,98,"0","1","3","1","0","0",70,169,25,4
"417","33","26","4",2009,"2","3",248,25,14,47,239409,98,"0","1","2","0","0","1",86,165,32,4
"418","18","23","4",2009,"4","3",330,16,4,28,239409,98,"0","2","0","0","0","0",84,169,25,8
"419","3","28","4",2009,"4","3",179,51,18,38,239409,98,"0","1","0","1","0","0",89,170,31,8
"420","36","23","4",2009,"2","3",118,13,18,50,239409,98,"0","1","1","1","0","0",98,169.655739130452,31,1
"421","36","13","4",2009,"4","3",118,13,18,50,239409,98,"0","1","1","1","0","0",98,169.393814506563,31,3.8803898940151
"422","26","28","4",2009,"6","3",300,26,13,43,239409,98,"0","1","2","1","1","1",77,175,25,8
"423","20","28","4",2009,"6","3",260,50,11,36,239409,98,"0","1","4","1","0","0",65,168,23,4
"424","3","28","4",2009,"2","3",179,51,18,38,239409,98,"0","1","0","1","0","0",89,170,31,4
"425","34","11","4",2009,"4","3",118,10,10,37,239409,98,"0","1","0","0","0","0",83,172,28,2
"426","5","13","5",2009,"2","3",235,20,13,43,246074,99,"0","1","1","1","0","0",106,167,38,16
"427","33","23","5",2009,"4","3",248,25,14,47,246074,99,"0","1","2","0","0","1",86,165,32,2
"428","13","10","5",2009,"2","3",369,17,12,31,246074,99,"0","1","3","1","0","0",70,169,25,8
"429","22","23","5",2009,"4","3",179,26,9,30,246074,99,"0","3","0","0","0","0",56,171,19,3
"430","3","28","5",2009,"4","3",179,51,18,38,246074,99,"0","1","0","1","0","0",89,170,31,4
"431","10","23","5",2009,"5","3",361,52,3,28,246074,99,"0","1","1","1","0","4",80,172,27,1
"432","20","28","5",2009,"6","3",260,50,11,36,246074,99,"0","1","4","1","0","0",65,168,23,3
"433","17","11","5",2009,"2","3",179,22,17,40,246074,99,"0","2","2","0","1","0",63,170,22,2
"434","17","8","5",2009,"2","3",179,22,17,40,246074,99,"0","2","2","0","1","0",63,170,22,3
"435","9","18","5",2009,"4","3",228,14,16,40.7074593298906,246074,99,"0","1","2","0","0","1",65,172,22,8
"436","28","25","5",2009,"4","3",225,26,9,28,246074,99,"0","1","1","0","0","2",69,169,24,3
"437","18","13","5",2009,"6","3",330,16,4,28,246074,99,"0","2","0","0","0","0",84,169,25,8
"438","22","25","5",2009,"2","3",179,26,9,30,246074,99,"0","3","0","0","0","0",56,171,19,2
"439","34","28","5",2009,"2","3",118,10,10,37,246074,99,"0","1","0","0","0","0",83,172,28,1
"440","1","1","5",2009,"2","3",235,11,14,37,246074,99,"0","3","1","0","0","1",88,172,29,8
"441","22","23","5",2009,"4","3",179,26,9,30,246074,99,"0","3","0","0","0","0",56,171,19,3
"442","34","23","6",2009,"2","3",118,10,10,37,253957,95,"0","1","0","0","0","0",83,172,28,3
"443","3","28","6",2009,"2","3",179,51,18,38,253957,95,"0","1","0","1","0","0",89,170,31,3
"444","34","28","6",2009,"3","3",118,10,10,37,253957,95,"0","1","0","0","0","0",83,172,28,2
"445","28","23","6",2009,"5","3",225,26,9,28,253957,95,"0","1","1","0","0","2",69,169,24,4
"446","20","28","6",2009,"6","3",260,50,11,36,253957,95,"0","1","4","1","0","0",65,168,23,4
"447","3","0","6",2009,"6","3",179,51,18,38,253957,95,"1","1","0","1","0","0",89,170,31,0
"448","15","13","6",2009,"2","3",291,31,12,40,253957,95,"0","1","1","1","0","1",73,171,25,1.72804041562836
"449","3","28","6",2009,"2","3",179,51,18,38,253957,95,"0","1","0","1","0","0",89,170,31,3.27418475163087
"450","24","28","6",2009,"3","3",246,25,16,41,253957,95,"0","1","0","1","0","0",67,170,23,3
"451","3","28","6",2009,"2","3",179,51,18,38,253957,95,"0","1","0","1","0","0",89,170,31,4
"452","5","26","6",2009,"3","3",235,20,13,43,253957,95,"0","1","1","1","0","0",106,167,38,8
"453","3","28","6",2009,"2","1",179,51,18,38,253957,95,"0","1","0","1","0","0",89,170,31,2
"454","28","23","6",2009,"4","1",225,26,9,28,253957,95,"0","1","1","0","0","2",69,169,24,2
"455","36","23","6",2009,"4","1",118,13,18,50,253957,95,"0","1","1","1","0","0",98,169.674954505926,31,2
"456","3","5","6",2009,"4","1",179,51,18,38,253957,95,"0","1","0","1","0","0",89,170,31,8
"457","22","21","6",2009,"4","1",179,26,9,30,253957,95,"0","3","0","0","0","0",56,171,19,2
"458","24","28","6",2009,"6","1",246,25,16,41,253957,95,"0","1","0","1","0","0",67,170,23,2
"459","18","11","6",2009,"3","1",330,16,4,28,253957,95,"0","2","0","0","0","0",84,169,25,1
"460","1","13","6",2009,"3","1",235,11,14,37,253957,95,"0","3","1","0","0","1",88,172,29,8
"461","22","23","7",2009,"5","1",179,26,9,30,230290,92,"0","3","0","0","0","0",56,171,19,2
"462","28","25","7",2009,"5","1",225,26,9,28,230290,92,"0","1","1","0","0","2",69,169,24,4
"463","20","13","7",2009,"6","1",260,50,11,36,230290,92,"0","1","4","1","0","0",65,168,23,8
"464","21","7","7",2009,"2","1",268,11,8,33,230290,92,"0","2","0","0","0","0",79,170.980808151692,25,8
"465","18","25","7",2009,"6","1",330,16,4,28,230290,92,"0","2","0","0","0","0",84,169.731149667777,25,8
"466","34","26","7",2009,"6","1",118,10,10,37,230290,92,"0","1","0","0","0","0",83,172,28,8
"467","20","26","7",2009,"2","1",260,50,11,36,230290,92,"0","1","4","1","0","0",65,168,23,4
"468","34","28","7",2009,"3","1",118,10,10,37,230290,92,"0","1","0","0","0","0",83,172,28,8
"469","26","15","7",2009,"2","1",300,26,13,43,230290,92,"0","1","2","1","1","1",77,175,25,8
"470","2","23","7",2009,"2","1",235,29,12,48,230290,92,"0","1","1","0","1","5",88,165,33,1
"471","24","28","7",2009,"3","1",246,25,16,41,230290,92,"0","1","0","1","0","0",67,170,23,2
"472","28","9","7",2009,"3","1",225,26,9,28,230290,92,"0","1","1","0","0","2",69,169,24,4.55055146979664
"473","3","28","7",2009,"3","1",179,51,18,38,230290,92,"0","1","0","1","0","0",89,170,31,1
"474","36","23","7",2009,"6","1",118,13,18,50,230290,92,"0","1","1","1","0","0",98,169.534252237256,31,1
"475","10","22","7",2009,"6","1",361,52,3,28,230290,92,"0","1","1","1","0","4",80,172,27,8
"476","11","22","7",2009,"2","1",289,36,13,33,230290,92,"0","1","2","1","0","1",90,172,30,8
"477","5","26","7",2009,"2","1",235,20,13,43,230290,92,"0","1","1","1","0","0",106,167,38,8
"478","24","28","7",2009,"3","1",246,25,16,41,230290,92,"0","1","0","1","0","0",67,170,23,2
"479","15","28","7",2009,"5","1",291,31,12,40,230290,92,"0","1","1","1","0","1",73,171,25,1
"480","7","23","7",2009,"5","1",279,5,14,39,230290,92,"0","1","2","1","1","0",68,168,24,2
"481","3","25","8",2009,"5","1",179,51,18,38,249797,93,"0","1","0","1","0","0",89,170,31,4
"482","17","25","8",2009,"2","1",179,22,17,40,249797,93,"0","2","2","0","1","0",63,170,22,1
"483","24","28","8",2009,"3","1",246,25,16,41,249797,93,"0","1","0","1","0","0",67,170,23,4
"484","34","28","8",2009,"3","1",118,10,10,37,249797,93,"0","1","0","0","0","0",83,172,28,4
"485","11","26","8",2009,"3","1",289,36,13,33,249797,93,"0","1","2","1","0","1",90,172,30,8
"486","5","26","8",2009,"3","1",235,20,13,43,249797,93,"0","1","1","1","0","0",106,167,38,8
"487","15","28","8",2009,"5","1",291,31,12,40,249797,93,"0","1","1","1","0","1",73,171,25,4
"488","3","25","8",2009,"2","1",179,51,18,38,249797,93,"0","1","0","1","0","0",89,170,31,4
"489","17","25","8",2009,"3","1",179,22,17,40,249797,93,"0","2","2","0","1","0",63,170,22,8
"490","18","23","8",2009,"5","1",330,16,4,28,249797,93,"0","2","0","0","0","0",84,169.662097664387,25,16
"491","1","23","8",2009,"3","1",235,11,14,37,249797,93,"0","3","1","0","0","1",88,172,29,4
"492","24","28","8",2009,"3","1",246,25,16,41,249797,93,"0","1","0","1","0","0",67,170,23,1
"493","34","28","8",2009,"3","1",118,10,10,37,249797,93,"0","1","0","0","0","0",83,172,28,5
"494","15","28","8",2009,"5","1",291,31,12,40,249797,93,"0","1","1","1","0","1",73,171,25,2
"495","20","28","8",2009,"2","1",260,50,11,36,249797,93,"0","1","4","1","0","0",65,168,23,3
"496","24","28","9",2009,"3","1",246,25,16,41,261756,87,"0","1","0","1","0","0",67,170,23,1
"497","24","28","9",2009,"3","1",246,25,16,41,261756,87,"0","1","0","1","0","0",67,170,23,1
"498","34","28","9",2009,"3","1",118,10,10,37,261756,87,"0","1","0","0","0","0",83,172,28,3
"499","14","23","9",2009,"3","1",155,12,14,34,261756,87,"0","1","2","1","0","0",95,171.211924694432,25,2
"500","15","28","9",2009,"5","1",291,31,12,40,261756,87,"0","1","1","1","0","1",73,171,25,2
"501","22","23","9",2009,"6","1",179,26,9,30,261756,87,"0","3","0","0","0","0",56,171,19,8
"502","33","23","9",2009,"6","1",248,25,14,47,261756,87,"0","1","2","0","0","1",86,165,32,1
"503","3","23","9",2009,"2","1",179,51,18,38,261756,87,"0","1","0","1","0","0",89,170,31,4
"504","28","23","9",2009,"4","1",225,26,9,28,261756,87,"0","1","1","0","0","2",69,169,24,1
"505","22","23","9",2009,"2","1",179,26,9,30,261756,87,"0","3","0","0","0","0",56,171,19,2
"506","13","23","9",2009,"3","4",369,17,12,31,261756,87,"0","1","3","1","0","0",70,169,25,8
"507","10","22","9",2009,"3","4",361,52,3,28,261756,87,"0","1","1","1","0","4",80,172,27,8
"508","32","4","10",2009,"5","4",289,48,12.9273649213047,49,284853,91,"0","1","0","0","0","2",108,172,36,1
"509","25","11","10",2009,"5","4",235,16,8,32,284853,91,"0","3","0","0","0","0",75,169,25,3
"510","24","26","10",2009,"6","4",246,25,16,41,284853,91,"0","1","0","1","0","0",67,170.528514047167,23,8
"511","32","14","10",2009,"4","4",289,48,14,49,284853,91,"0","1","0","0","0","2",108,171.64239484013,36,3
"512","15","28","10",2009,"4","4",291,31,12,40,284853,91,"0","1","1","1","0","1",73,171,25,2
"513","34","23","10",2009,"3","4",118,10,10,37,284853,91,"0","1","0","0","0","0",83,172,28,2
"514","32","23","10",2009,"5","4",289,48,12.8576006661138,49,284853,91,"0","1","0","0","0","2",108,172,36,2
"515","15","23","10",2009,"6","4",291,31,12,40,284853,91,"0","1","1","1","0","1",73,171,25,1
"516","28","23","10",2009,"3","4",225,26,9,28,284853,91,"0","1","1","0","0","2",69,169,24,2
"517","13","23","10",2009,"3","4",369,17,12,31,284853,91,"0","1","3","1","0","0",70,169,25,8
"518","13","23","10",2009,"3","4",369,17,12,31,284853,91,"0","1","3","1","0","0",70,169,25,3
"519","28","23","10",2009,"3","4",225,26,9,28,284853,91,"0","1","1","0","0","2",69,169,24,4
"520","13","26","10",2009,"3","4",369,17,12,31,284853,91,"0","1","3","1","0","0",70,169,25,8
"521","3","28","10",2009,"4","4",179,51,18,38,284853,91,"0","1","0","1","0","0",89,170,31,3
"522","9","1","10",2009,"4","4",228,14,16,40,284853,91,"0","1","2","0","0","1",65,172,22,1
